%; Serdyuchenko et al. ozone absorption cross-section
%; temperature parameterisation
%;
%; Contact: Mark.Weber@uni-bremen.de%
%
%; formula:
%; sigma(T,lambda)=10^(-20)*a_0(lambda)*[1+a_1(lambda)*T+a_2(lambda)*T^2]
% 
%; lambda: wavelength in nm
%; T: temperature in degree Celsius
%; sigma: ozone cross section in cm^2
%; a_0, a_1, a_2: fit coefficients (quadratic polynomial)
%;
%; data format:
%; column 1: wavelength in vacuum = lambda [nm]
%; column 2: a_0
%; column 3: a_1
%; column 4: a_2
%;
%; NUMBER OF HEADER LINES: 20
 318.2000  3.337230e+000  3.128700e-003  1.203492e-005
 318.2100  3.326097e+000  3.337798e-003  1.418620e-005
 318.2200  3.313576e+000  3.414339e-003  1.498828e-005
 318.2300  3.295736e+000  3.426353e-003  1.461314e-005
 318.2400  3.283240e+000  3.577259e-003  1.594070e-005
 318.2500  3.256985e+000  3.659417e-003  1.648881e-005
 318.2600  3.236207e+000  3.430707e-003  1.347980e-005
 318.2700  3.221737e+000  3.609725e-003  1.483359e-005
 318.2800  3.212843e+000  3.825040e-003  1.728106e-005
 318.2900  3.195001e+000  3.840786e-003  1.709290e-005
 318.3000  3.166116e+000  3.825742e-003  1.682797e-005
 318.3100  3.158851e+000  3.674416e-003  1.381541e-005
 318.3200  3.135501e+000  3.692456e-003  1.384942e-005
 318.3300  3.108858e+000  3.758786e-003  1.438406e-005
 318.3400  3.103076e+000  3.682041e-003  1.259771e-005
 318.3500  3.089479e+000  3.904763e-003  1.512971e-005
 318.3600  3.072000e+000  4.046786e-003  1.652003e-005
 318.3700  3.038530e+000  4.040149e-003  1.618701e-005
 318.3800  3.028728e+000  4.046720e-003  1.570520e-005
 318.3900  3.004641e+000  4.102368e-003  1.621353e-005
 318.4000  2.991800e+000  3.895105e-003  1.280826e-005
 318.4100  2.989231e+000  4.299898e-003  1.774257e-005
 318.4200  2.964618e+000  4.468395e-003  1.924657e-005
 318.4300  2.937556e+000  4.045139e-003  1.396219e-005
 318.4400  2.922886e+000  4.052445e-003  1.387474e-005
 318.4500  2.918819e+000  4.471978e-003  1.812497e-005
 318.4600  2.883368e+000  4.113043e-003  1.395652e-005
 318.4700  2.860169e+000  4.200582e-003  1.457164e-005
 318.4800  2.851860e+000  4.482269e-003  1.760178e-005
 318.4900  2.846130e+000  4.381194e-003  1.589635e-005
 318.5000  2.844277e+000  4.564486e-003  1.766523e-005
 318.5100  2.826108e+000  4.493372e-003  1.702268e-005
 318.5200  2.821138e+000  4.782690e-003  2.055018e-005
 318.5300  2.813496e+000  4.330454e-003  1.509644e-005
 318.5400  2.785211e+000  4.292120e-003  1.369115e-005
 318.5500  2.781339e+000  4.507861e-003  1.645150e-005
 318.5600  2.768070e+000  4.358162e-003  1.453771e-005
 318.5700  2.754783e+000  4.653141e-003  1.799148e-005
 318.5800  2.752153e+000  4.811399e-003  1.964907e-005
 318.5900  2.740513e+000  4.708749e-003  1.878724e-005
 318.6000  2.732336e+000  4.777162e-003  1.951363e-005
 318.6100  2.721089e+000  4.530602e-003  1.644338e-005
 318.6200  2.724148e+000  4.700867e-003  1.835366e-005
 318.6300  2.708792e+000  4.540392e-003  1.707369e-005
 318.6400  2.710514e+000  4.589550e-003  1.782080e-005
 318.6500  2.705484e+000  4.585395e-003  1.800777e-005
 318.6600  2.700566e+000  4.602516e-003  1.825783e-005
 318.6700  2.710017e+000  4.871660e-003  2.131004e-005
 318.6800  2.693932e+000  4.477774e-003  1.710361e-005
 318.6900  2.688847e+000  4.378523e-003  1.536539e-005
 318.7000  2.685403e+000  4.721240e-003  1.989168e-005
 318.7100  2.685081e+000  4.724418e-003  1.973180e-005
 318.7200  2.681019e+000  4.755395e-003  2.047454e-005
 318.7300  2.668043e+000  4.455781e-003  1.685799e-005
 318.7400  2.670963e+000  4.834596e-003  2.129495e-005
 318.7500  2.669977e+000  4.727666e-003  1.964752e-005
 318.7600  2.646160e+000  4.455641e-003  1.687433e-005
 318.7700  2.648561e+000  4.596070e-003  1.843751e-005
 318.7800  2.637051e+000  4.726429e-003  1.994542e-005
 318.7900  2.633203e+000  4.354653e-003  1.557745e-005
 318.8000  2.631178e+000  4.602834e-003  1.838316e-005
 318.8100  2.610187e+000  4.245860e-003  1.378105e-005
 318.8200  2.608719e+000  4.759388e-003  2.058432e-005
 318.8300  2.603855e+000  4.421870e-003  1.596213e-005
 318.8400  2.601326e+000  4.755251e-003  1.957349e-005
 318.8500  2.579917e+000  4.399965e-003  1.564802e-005
 318.8600  2.570223e+000  4.595380e-003  1.758366e-005
 318.8700  2.575765e+000  4.650921e-003  1.879661e-005
 318.8800  2.569788e+000  4.862206e-003  2.102630e-005
 318.8900  2.558559e+000  4.560020e-003  1.723456e-005
 318.9000  2.554697e+000  4.771051e-003  1.906561e-005
 318.9100  2.547565e+000  4.687349e-003  1.853228e-005
 318.9200  2.538214e+000  4.741523e-003  1.882819e-005
 318.9300  2.529104e+000  5.036787e-003  2.256706e-005
 318.9400  2.520561e+000  5.063336e-003  2.235437e-005
 318.9500  2.499671e+000  4.639344e-003  1.686173e-005
 318.9600  2.504444e+000  4.931535e-003  2.047799e-005
 318.9700  2.490882e+000  4.875857e-003  1.947591e-005
 318.9800  2.480457e+000  4.795717e-003  1.787854e-005
 318.9900  2.471034e+000  4.893843e-003  1.950143e-005
 319.0000  2.466634e+000  4.862310e-003  1.856785e-005
 319.0100  2.461407e+000  4.588987e-003  1.487795e-005
 319.0200  2.461483e+000  5.172809e-003  2.254395e-005
 319.0300  2.438151e+000  4.628420e-003  1.534766e-005
 319.0400  2.429564e+000  5.155430e-003  2.173528e-005
 319.0500  2.424097e+000  4.775991e-003  1.709395e-005
 319.0600  2.404609e+000  5.147757e-003  2.137315e-005
 319.0700  2.398457e+000  5.169937e-003  2.183021e-005
 319.0800  2.392999e+000  5.109036e-003  2.103744e-005
 319.0900  2.391965e+000  5.080765e-003  1.969537e-005
 319.1000  2.369251e+000  5.085894e-003  1.996956e-005
 319.1100  2.373421e+000  5.140446e-003  2.057717e-005
 319.1200  2.366589e+000  4.900667e-003  1.809619e-005
 319.1300  2.370532e+000  5.238021e-003  2.151624e-005
 319.1400  2.360998e+000  5.095468e-003  2.031040e-005
 319.1500  2.356142e+000  5.004664e-003  1.946388e-005
 319.1600  2.362364e+000  5.017009e-003  1.906077e-005
 319.1700  2.356972e+000  5.112251e-003  2.035447e-005
 319.1800  2.358351e+000  5.142404e-003  2.125288e-005
 319.1900  2.350270e+000  5.043577e-003  2.095641e-005
 319.2000  2.360447e+000  5.186185e-003  2.239168e-005
 319.2100  2.356596e+000  5.190157e-003  2.302637e-005
 319.2200  2.351042e+000  5.088248e-003  2.185785e-005
 319.2300  2.353578e+000  5.041584e-003  2.164485e-005
 319.2400  2.365822e+000  5.230039e-003  2.491646e-005
 319.2500  2.375848e+000  4.932358e-003  2.152659e-005
 319.2600  2.385897e+000  4.972348e-003  2.302271e-005
 319.2700  2.398629e+000  4.908179e-003  2.232102e-005
 319.2800  2.405887e+000  4.746453e-003  2.104699e-005
 319.2900  2.428458e+000  4.899203e-003  2.400284e-005
 319.3000  2.440492e+000  4.697876e-003  2.228412e-005
 319.3100  2.455495e+000  4.408474e-003  1.946265e-005
 319.3200  2.480172e+000  4.721360e-003  2.472277e-005
 319.3300  2.506020e+000  4.700735e-003  2.499788e-005
 319.3400  2.507608e+000  4.301763e-003  2.165525e-005
 319.3500  2.539636e+000  4.140704e-003  2.068752e-005
 319.3600  2.571280e+000  4.188985e-003  2.253426e-005
 319.3700  2.599119e+000  4.203774e-003  2.352243e-005
 319.3800  2.614160e+000  3.783742e-003  2.012376e-005
 319.3900  2.658851e+000  3.926006e-003  2.302014e-005
 319.4000  2.688460e+000  3.842093e-003  2.348139e-005
 319.4100  2.723005e+000  3.695027e-003  2.243236e-005
 319.4200  2.748645e+000  3.394363e-003  1.976267e-005
 319.4300  2.778816e+000  3.777155e-003  2.578228e-005
 319.4400  2.808070e+000  3.240076e-003  1.957529e-005
 319.4500  2.833294e+000  3.310675e-003  2.129640e-005
 319.4600  2.856709e+000  3.291648e-003  2.123063e-005
 319.4700  2.887439e+000  3.275196e-003  2.169798e-005
 319.4800  2.897251e+000  3.256100e-003  2.237857e-005
 319.4900  2.918833e+000  3.228395e-003  2.219824e-005
 319.5000  2.930051e+000  3.032806e-003  2.030800e-005
 319.5100  2.942395e+000  3.082128e-003  2.099154e-005
 319.5200  2.956710e+000  3.072724e-003  2.104595e-005
 319.5300  2.959808e+000  2.907969e-003  1.872532e-005
 319.5400  2.968624e+000  3.240076e-003  2.274597e-005
 319.5500  2.964064e+000  2.865109e-003  1.806414e-005
 319.5600  2.963666e+000  3.193214e-003  2.238867e-005
 319.5700  2.962920e+000  2.988107e-003  1.940174e-005
 319.5800  2.955493e+000  2.953478e-003  1.874536e-005
 319.5900  2.956711e+000  3.254628e-003  2.194636e-005
 319.6000  2.952422e+000  3.043577e-003  1.905987e-005
 319.6100  2.951517e+000  3.062551e-003  1.896532e-005
 319.6200  2.938323e+000  3.055507e-003  1.862068e-005
 319.6300  2.928197e+000  3.065254e-003  1.815203e-005
 319.6400  2.923407e+000  3.118766e-003  1.869421e-005
 319.6500  2.921756e+000  3.205832e-003  1.927063e-005
 319.6600  2.907360e+000  3.033557e-003  1.663846e-005
 319.6700  2.890998e+000  3.253210e-003  1.916447e-005
 319.6800  2.882275e+000  3.212918e-003  1.816877e-005
 319.6900  2.866025e+000  3.238220e-003  1.865050e-005
 319.7000  2.856428e+000  3.374203e-003  1.927171e-005
 319.7100  2.842855e+000  3.456023e-003  1.988895e-005
 319.7200  2.820412e+000  3.229373e-003  1.684175e-005
 319.7300  2.826197e+000  3.340934e-003  1.786538e-005
 319.7400  2.809271e+000  3.133722e-003  1.471976e-005
 319.7500  2.805333e+000  3.368910e-003  1.710068e-005
 319.7600  2.791336e+000  3.361395e-003  1.688465e-005
 319.7700  2.785992e+000  3.522206e-003  1.862946e-005
 319.7800  2.768524e+000  3.523245e-003  1.810613e-005
 319.7900  2.747615e+000  3.498674e-003  1.786953e-005
 319.8000  2.748484e+000  3.562864e-003  1.871806e-005
 319.8100  2.730368e+000  3.511088e-003  1.767582e-005
 319.8200  2.734984e+000  3.546914e-003  1.760481e-005
 319.8300  2.714253e+000  3.585975e-003  1.843599e-005
 319.8400  2.703965e+000  3.526434e-003  1.801899e-005
 319.8500  2.708882e+000  3.939970e-003  2.279307e-005
 319.8600  2.697281e+000  3.593050e-003  1.859192e-005
 319.8700  2.697224e+000  3.701844e-003  1.997772e-005
 319.8800  2.702930e+000  3.600276e-003  1.838609e-005
 319.8900  2.698534e+000  3.425682e-003  1.672072e-005
 319.9000  2.709158e+000  3.605538e-003  1.965519e-005
 319.9100  2.714136e+000  3.617566e-003  2.050525e-005
 319.9200  2.723630e+000  3.293458e-003  1.717712e-005
 319.9300  2.745014e+000  3.386014e-003  1.960868e-005
 319.9400  2.777386e+000  3.660336e-003  2.392122e-005
 319.9500  2.804644e+000  3.445220e-003  2.258822e-005
 319.9600  2.836837e+000  3.311766e-003  2.207082e-005
 319.9700  2.871719e+000  3.034907e-003  1.975504e-005
 319.9800  2.910061e+000  3.209247e-003  2.311072e-005
 319.9900  2.929847e+000  2.813563e-003  1.984654e-005
 320.0000  2.979081e+000  2.907053e-003  2.171654e-005
 320.0100  3.002000e+000  2.797361e-003  2.113830e-005
 320.0200  3.013743e+000  2.419582e-003  1.743667e-005
 320.0300  3.025326e+000  2.379556e-003  1.768143e-005
 320.0400  3.045453e+000  2.622300e-003  2.098292e-005
 320.0500  3.051925e+000  2.353798e-003  1.745008e-005
 320.0600  3.057757e+000  2.422171e-003  1.816729e-005
 320.0700  3.064845e+000  2.383860e-003  1.790416e-005
 320.0800  3.067888e+000  2.464145e-003  1.864383e-005
 320.0900  3.054871e+000  2.305710e-003  1.676862e-005
 320.1000  3.055397e+000  2.267280e-003  1.578641e-005
 320.1100  3.047069e+000  2.371289e-003  1.641229e-005
 320.1200  3.029511e+000  2.325080e-003  1.565376e-005
 320.1300  3.020800e+000  2.537485e-003  1.748973e-005
 320.1400  3.002010e+000  2.556416e-003  1.738268e-005
 320.1500  2.979393e+000  2.525357e-003  1.673907e-005
 320.1600  2.971305e+000  2.758825e-003  1.897591e-005
 320.1700  2.963452e+000  2.901632e-003  1.977430e-005
 320.1800  2.936994e+000  2.576661e-003  1.530273e-005
 320.1900  2.918943e+000  2.555882e-003  1.455563e-005
 320.2000  2.901460e+000  2.926509e-003  1.829704e-005
 320.2100  2.892778e+000  2.885060e-003  1.691662e-005
 320.2200  2.868356e+000  3.051582e-003  1.807668e-005
 320.2300  2.854047e+000  2.913812e-003  1.581018e-005
 320.2400  2.824950e+000  3.051791e-003  1.725292e-005
 320.2500  2.798996e+000  2.808623e-003  1.378690e-005
 320.2600  2.783272e+000  3.002213e-003  1.487245e-005
 320.2700  2.769764e+000  3.045511e-003  1.506980e-005
 320.2800  2.749547e+000  3.148978e-003  1.541784e-005
 320.2900  2.740181e+000  3.212247e-003  1.554652e-005
 320.3000  2.714861e+000  3.256978e-003  1.490060e-005
 320.3100  2.694523e+000  3.200970e-003  1.373954e-005
 320.3200  2.670806e+000  3.211666e-003  1.371027e-005
 320.3300  2.648783e+000  3.308360e-003  1.403514e-005
 320.3400  2.622293e+000  3.450156e-003  1.542254e-005
 320.3500  2.590760e+000  3.584786e-003  1.646641e-005
 320.3600  2.576455e+000  3.493585e-003  1.486799e-005
 320.3700  2.552939e+000  3.571011e-003  1.507017e-005
 320.3800  2.544458e+000  3.488000e-003  1.348966e-005
 320.3900  2.525653e+000  3.474686e-003  1.263348e-005
 320.4000  2.511198e+000  3.890140e-003  1.714287e-005
 320.4100  2.489558e+000  3.589396e-003  1.282136e-005
 320.4200  2.470079e+000  3.904801e-003  1.641219e-005
 320.4300  2.444387e+000  3.683713e-003  1.318862e-005
 320.4400  2.427043e+000  3.958258e-003  1.639269e-005
 320.4500  2.409187e+000  3.722087e-003  1.205136e-005
 320.4600  2.395599e+000  3.940600e-003  1.451880e-005
 320.4700  2.385414e+000  3.772193e-003  1.202762e-005
 320.4800  2.372873e+000  4.112791e-003  1.576294e-005
 320.4900  2.363073e+000  4.064416e-003  1.481347e-005
 320.5000  2.346081e+000  4.090208e-003  1.497052e-005
 320.5100  2.329005e+000  4.218279e-003  1.650873e-005
 320.5200  2.313584e+000  4.268773e-003  1.694752e-005
 320.5300  2.304015e+000  4.330887e-003  1.765012e-005
 320.5400  2.292345e+000  4.145589e-003  1.544777e-005
 320.5500  2.297675e+000  4.467931e-003  1.942445e-005
 320.5600  2.296541e+000  4.363244e-003  1.841819e-005
 320.5700  2.296994e+000  4.533629e-003  2.052476e-005
 320.5800  2.288955e+000  4.153549e-003  1.604021e-005
 320.5900  2.287154e+000  4.148897e-003  1.655852e-005
 320.6000  2.286999e+000  4.210160e-003  1.746800e-005
 320.6100  2.286829e+000  4.297295e-003  1.875795e-005
 320.6200  2.281239e+000  4.286956e-003  1.870122e-005
 320.6300  2.272401e+000  4.263392e-003  1.844324e-005
 320.6400  2.262592e+000  4.205989e-003  1.785903e-005
 320.6500  2.253131e+000  4.195261e-003  1.763062e-005
 320.6600  2.239930e+000  4.168385e-003  1.687212e-005
 320.6700  2.230070e+000  4.272141e-003  1.784038e-005
 320.6800  2.216834e+000  4.255241e-003  1.738079e-005
 320.6900  2.211197e+000  4.336309e-003  1.825085e-005
 320.7000  2.194489e+000  4.168037e-003  1.578458e-005
 320.7100  2.191641e+000  4.615211e-003  2.080212e-005
 320.7200  2.177218e+000  4.540945e-003  1.949715e-005
 320.7300  2.159119e+000  4.501720e-003  1.867286e-005
 320.7400  2.149650e+000  4.627648e-003  1.954125e-005
 320.7500  2.134847e+000  4.526690e-003  1.804069e-005
 320.7600  2.122205e+000  4.630245e-003  1.888976e-005
 320.7700  2.107587e+000  4.723402e-003  1.959524e-005
 320.7800  2.090442e+000  4.736165e-003  1.878527e-005
 320.7900  2.071346e+000  4.543351e-003  1.683311e-005
 320.8000  2.056711e+000  4.743984e-003  1.806342e-005
 320.8100  2.043925e+000  4.927224e-003  1.962589e-005
 320.8200  2.027092e+000  4.904595e-003  1.891490e-005
 320.8300  2.011345e+000  5.033946e-003  1.937475e-005
 320.8400  1.996016e+000  4.960597e-003  1.885739e-005
 320.8500  1.987339e+000  5.091471e-003  1.977898e-005
 320.8600  1.977859e+000  5.136658e-003  1.968529e-005
 320.8700  1.976791e+000  5.528728e-003  2.401408e-005
 320.8800  1.956291e+000  5.062421e-003  1.839273e-005
 320.8900  1.949965e+000  5.278469e-003  2.062837e-005
 320.9000  1.926918e+000  5.025633e-003  1.677619e-005
 320.9100  1.929488e+000  5.655978e-003  2.421875e-005
 320.9200  1.905102e+000  5.289580e-003  1.962920e-005
 320.9300  1.881232e+000  5.185844e-003  1.766928e-005
 320.9400  1.871863e+000  5.645514e-003  2.286893e-005
 320.9500  1.847514e+000  5.282466e-003  1.840752e-005
 320.9600  1.837307e+000  5.511890e-003  2.025185e-005
 320.9700  1.825289e+000  5.482750e-003  1.958962e-005
 320.9800  1.821003e+000  5.727616e-003  2.187947e-005
 320.9900  1.809493e+000  5.613956e-003  2.040069e-005
 321.0000  1.806371e+000  5.669080e-003  2.111492e-005
 321.0100  1.792699e+000  5.679234e-003  2.058421e-005
 321.0200  1.787622e+000  5.896911e-003  2.289169e-005
 321.0300  1.771271e+000  5.535520e-003  1.873456e-005
 321.0400  1.767318e+000  5.843209e-003  2.136630e-005
 321.0500  1.751865e+000  5.856167e-003  2.116955e-005
 321.0600  1.748836e+000  6.000060e-003  2.297058e-005
 321.0700  1.736582e+000  5.873717e-003  2.136709e-005
 321.0800  1.723712e+000  5.843084e-003  2.075889e-005
 321.0900  1.720686e+000  6.237015e-003  2.550770e-005
 321.1000  1.715440e+000  6.313272e-003  2.625153e-005
 321.1100  1.700855e+000  5.915899e-003  2.162248e-005
 321.1200  1.696561e+000  6.008133e-003  2.262321e-005
 321.1300  1.687876e+000  5.851561e-003  2.065143e-005
 321.1400  1.691242e+000  6.146387e-003  2.409005e-005
 321.1500  1.688547e+000  6.070054e-003  2.340640e-005
 321.1600  1.681145e+000  5.950447e-003  2.175881e-005
 321.1700  1.687983e+000  6.277651e-003  2.564082e-005
 321.1800  1.681505e+000  5.939066e-003  2.284382e-005
 321.1900  1.672003e+000  5.724077e-003  2.033478e-005
 321.2000  1.674915e+000  6.081796e-003  2.441318e-005
 321.2100  1.672293e+000  6.185092e-003  2.565819e-005
 321.2200  1.669771e+000  6.196224e-003  2.611462e-005
 321.2300  1.657710e+000  5.818307e-003  2.170698e-005
 321.2400  1.660890e+000  6.023330e-003  2.473142e-005
 321.2500  1.658972e+000  6.078386e-003  2.568093e-005
 321.2600  1.652507e+000  5.786885e-003  2.248678e-005
 321.2700  1.656153e+000  5.986660e-003  2.466680e-005
 321.2800  1.662163e+000  5.922308e-003  2.523165e-005
 321.2900  1.668061e+000  6.237519e-003  2.886210e-005
 321.3000  1.660013e+000  5.670925e-003  2.255830e-005
 321.3100  1.658200e+000  5.529569e-003  2.121151e-005
 321.3200  1.668153e+000  5.719811e-003  2.452687e-005
 321.3300  1.670409e+000  5.780936e-003  2.547244e-005
 321.3400  1.676328e+000  5.978216e-003  2.847064e-005
 321.3500  1.671521e+000  5.673462e-003  2.501075e-005
 321.3600  1.669706e+000  5.664615e-003  2.498595e-005
 321.3700  1.674305e+000  5.720932e-003  2.630690e-005
 321.3800  1.675043e+000  5.627277e-003  2.528715e-005
 321.3900  1.674197e+000  5.553035e-003  2.507898e-005
 321.4000  1.679536e+000  5.526128e-003  2.535721e-005
 321.4100  1.677103e+000  5.376887e-003  2.392285e-005
 321.4200  1.677937e+000  5.249899e-003  2.263064e-005
 321.4300  1.687434e+000  5.537535e-003  2.623431e-005
 321.4400  1.690098e+000  5.454852e-003  2.541600e-005
 321.4500  1.689257e+000  5.258525e-003  2.338040e-005
 321.4600  1.691358e+000  5.165431e-003  2.299537e-005
 321.4700  1.696288e+000  5.303107e-003  2.417138e-005
 321.4800  1.695343e+000  5.336071e-003  2.528710e-005
 321.4900  1.690578e+000  5.271520e-003  2.457316e-005
 321.5000  1.685188e+000  5.220653e-003  2.388319e-005
 321.5100  1.683742e+000  5.319108e-003  2.524900e-005
 321.5200  1.679747e+000  5.247530e-003  2.453260e-005
 321.5300  1.676988e+000  5.300002e-003  2.500423e-005
 321.5400  1.670082e+000  5.140783e-003  2.295933e-005
 321.5500  1.674216e+000  5.461230e-003  2.679236e-005
 321.5600  1.667260e+000  5.287761e-003  2.458315e-005
 321.5700  1.663866e+000  5.291975e-003  2.428911e-005
 321.5800  1.663965e+000  5.497023e-003  2.684512e-005
 321.5900  1.663138e+000  5.404328e-003  2.572436e-005
 321.6000  1.659984e+000  5.416950e-003  2.549880e-005
 321.6100  1.658111e+000  5.453103e-003  2.573537e-005
 321.6200  1.647091e+000  5.252554e-003  2.299489e-005
 321.6300  1.644029e+000  5.363329e-003  2.417245e-005
 321.6400  1.638157e+000  5.497208e-003  2.565512e-005
 321.6500  1.631915e+000  5.432589e-003  2.488087e-005
 321.6600  1.622312e+000  5.275742e-003  2.269335e-005
 321.6700  1.618410e+000  5.372885e-003  2.343602e-005
 321.6800  1.614868e+000  5.384066e-003  2.348007e-005
 321.6900  1.614078e+000  5.597442e-003  2.576122e-005
 321.7000  1.605514e+000  5.265140e-003  2.147233e-005
 321.7100  1.610735e+000  5.637456e-003  2.581074e-005
 321.7200  1.604917e+000  5.402497e-003  2.308483e-005
 321.7300  1.607893e+000  5.594806e-003  2.511563e-005
 321.7400  1.602453e+000  5.376170e-003  2.259167e-005
 321.7500  1.610938e+000  5.616921e-003  2.555781e-005
 321.7600  1.608904e+000  5.502760e-003  2.458561e-005
 321.7700  1.609731e+000  5.557696e-003  2.530462e-005
 321.7800  1.615790e+000  5.613300e-003  2.643957e-005
 321.7900  1.616056e+000  5.518110e-003  2.559061e-005
 321.8000  1.618371e+000  5.304471e-003  2.332509e-005
 321.8100  1.627450e+000  5.465566e-003  2.550218e-005
 321.8200  1.634819e+000  5.554248e-003  2.715477e-005
 321.8300  1.638750e+000  5.311915e-003  2.495982e-005
 321.8400  1.645622e+000  5.214325e-003  2.439697e-005
 321.8500  1.663729e+000  5.470557e-003  2.812634e-005
 321.8600  1.668884e+000  5.049524e-003  2.395383e-005
 321.8700  1.687189e+000  5.243278e-003  2.714440e-005
 321.8800  1.700996e+000  5.118126e-003  2.640006e-005
 321.8900  1.719009e+000  4.991594e-003  2.634968e-005
 321.9000  1.733004e+000  4.700764e-003  2.431204e-005
 321.9100  1.756258e+000  4.557194e-003  2.431560e-005
 321.9200  1.782028e+000  4.437423e-003  2.437489e-005
 321.9300  1.811072e+000  4.318950e-003  2.466604e-005
 321.9400  1.847825e+000  4.222932e-003  2.555303e-005
 321.9500  1.881064e+000  3.980915e-003  2.468142e-005
 321.9600  1.926680e+000  4.022080e-003  2.750306e-005
 321.9700  1.963025e+000  3.661939e-003  2.538525e-005
 321.9800  2.001523e+000  3.536709e-003  2.584634e-005
 321.9900  2.050678e+000  3.596306e-003  2.814813e-005
 322.0000  2.088843e+000  3.174388e-003  2.494923e-005
 322.0100  2.132969e+000  3.183152e-003  2.662305e-005
 322.0200  2.165236e+000  2.981054e-003  2.567686e-005
 322.0300  2.191166e+000  2.678724e-003  2.321866e-005
 322.0400  2.216273e+000  2.548445e-003  2.273261e-005
 322.0500  2.242817e+000  2.542150e-003  2.304730e-005
 322.0600  2.266084e+000  2.574727e-003  2.377511e-005
 322.0700  2.274261e+000  2.385082e-003  2.207195e-005
 322.0800  2.296612e+000  2.428475e-003  2.280283e-005
 322.0900  2.310562e+000  2.441068e-003  2.307172e-005
 322.1000  2.316041e+000  2.166840e-003  1.976425e-005
 322.1100  2.328817e+000  2.281199e-003  2.115687e-005
 322.1200  2.327589e+000  2.236733e-003  2.027941e-005
 322.1300  2.332659e+000  2.303924e-003  2.077726e-005
 322.1400  2.332684e+000  2.324619e-003  2.112155e-005
 322.1500  2.337791e+000  2.523428e-003  2.250458e-005
 322.1600  2.325395e+000  2.141429e-003  1.790273e-005
 322.1700  2.320122e+000  2.286302e-003  1.921037e-005
 322.1800  2.314919e+000  2.578087e-003  2.194358e-005
 322.1900  2.295347e+000  2.132625e-003  1.625807e-005
 322.2000  2.290838e+000  2.430533e-003  1.917662e-005
 322.2100  2.280890e+000  2.460901e-003  1.895465e-005
 322.2200  2.270193e+000  2.519645e-003  1.891938e-005
 322.2300  2.266655e+000  2.671101e-003  2.048040e-005
 322.2400  2.257440e+000  2.612230e-003  1.897469e-005
 322.2500  2.243925e+000  2.684763e-003  1.903298e-005
 322.2600  2.225219e+000  2.436326e-003  1.545909e-005
 322.2700  2.214422e+000  2.551022e-003  1.641045e-005
 322.2800  2.212044e+000  2.904728e-003  1.953339e-005
 322.2900  2.192535e+000  2.778813e-003  1.734592e-005
 322.3000  2.180314e+000  2.868251e-003  1.738944e-005
 322.3100  2.159799e+000  2.656911e-003  1.436186e-005
 322.3200  2.151559e+000  2.986292e-003  1.726222e-005
 322.3300  2.132820e+000  2.932022e-003  1.582913e-005
 322.3400  2.125051e+000  3.194542e-003  1.843475e-005
 322.3500  2.107042e+000  3.124839e-003  1.700609e-005
 322.3600  2.091787e+000  3.151457e-003  1.663691e-005
 322.3700  2.080343e+000  3.131393e-003  1.608588e-005
 322.3800  2.066986e+000  3.325005e-003  1.748105e-005
 322.3900  2.051872e+000  3.307038e-003  1.663684e-005
 322.4000  2.042103e+000  3.403723e-003  1.712056e-005
 322.4100  2.035527e+000  3.645516e-003  1.917775e-005
 322.4200  2.021188e+000  3.657525e-003  1.938597e-005
 322.4300  2.006265e+000  3.549342e-003  1.779743e-005
 322.4400  1.992150e+000  3.780340e-003  1.921461e-005
 322.4500  1.972850e+000  3.599570e-003  1.672394e-005
 322.4600  1.965200e+000  3.730291e-003  1.770835e-005
 322.4700  1.960918e+000  3.705525e-003  1.736463e-005
 322.4800  1.956089e+000  3.754958e-003  1.793691e-005
 322.4900  1.943371e+000  3.632278e-003  1.582667e-005
 322.5000  1.939538e+000  3.560077e-003  1.510386e-005
 322.5100  1.943874e+000  3.851283e-003  1.846355e-005
 322.5200  1.950458e+000  4.125226e-003  2.178303e-005
 322.5300  1.948485e+000  4.102169e-003  2.170533e-005
 322.5400  1.941372e+000  3.797098e-003  1.844604e-005
 322.5500  1.945842e+000  3.745775e-003  1.842791e-005
 322.5600  1.959272e+000  3.861474e-003  2.060282e-005
 322.5700  1.966870e+000  3.496620e-003  1.725207e-005
 322.5800  1.985404e+000  3.542339e-003  1.887099e-005
 322.5900  2.016400e+000  3.612428e-003  2.100322e-005
 322.6000  2.034866e+000  3.301304e-003  1.872294e-005
 322.6100  2.071752e+000  3.311777e-003  2.045879e-005
 322.6200  2.102837e+000  3.257579e-003  2.140912e-005
 322.6300  2.133398e+000  3.028629e-003  2.022849e-005
 322.6400  2.162551e+000  2.868849e-003  1.968245e-005
 322.6500  2.190165e+000  2.754331e-003  1.948947e-005
 322.6600  2.214002e+000  2.764665e-003  2.055568e-005
 322.6700  2.230704e+000  2.641047e-003  1.983897e-005
 322.6800  2.242880e+000  2.577472e-003  1.959511e-005
 322.6900  2.246612e+000  2.356483e-003  1.732591e-005
 322.7000  2.265821e+000  2.643591e-003  2.088231e-005
 322.7100  2.265349e+000  2.514343e-003  1.939119e-005
 322.7200  2.265535e+000  2.397497e-003  1.787971e-005
 322.7300  2.269031e+000  2.403639e-003  1.765047e-005
 322.7400  2.258365e+000  2.222061e-003  1.509523e-005
 322.7500  2.254884e+000  2.578713e-003  1.880676e-005
